phenotype name,Synonyms,hpo_id,database_cross_reference
Impaired sensitivity to thyroid stimulating hormone,TSHR defect|Thyroid-stimulating hormone receptor defect,HP:0011789,UMLS:C4023189
Beaked nails,,HP:0030817,UMLS:C4280752
Clinodactyly,Curvature of digit|Permanent curving of the finger,HP:0030084,UMLS:C0265610|UMLS:C4280304|SNOMEDCT_US:17268007
Bullet-shaped phalanges of the 5th finger,Bullet-shaped pinky finger bones|Bullet-shaped little finger bones|Bullet-shaped pinkie finger bones,HP:0009375,UMLS:C4024411
Spinal canal stenosis,Narrow spinal canal|Spinal stenosis,HP:0003416,UMLS:C1861329
Abnormality of the seventh cranial nerve,Abnormality of the facial nerve,HP:0010827,UMLS:C4021223
Generalized bone demineralization,Generalised bone demineralization,HP:0006462,UMLS:C1833326
Premature fusion of phalangeal epiphyses,Premature fusion of end part of digital bone,HP:0006140,UMLS:C1855620
Episodic hypertension,Intermittent high blood pressure,HP:0000875,UMLS:C1857175
Hyperplasia of midface,Large midface|Big midface|Midface hyperplasia|Midfacial prominence|Midfacial excess|Hypertrophy of midface|Overgrowth of the midface,HP:0012371,UMLS:C0240309
Abnormal levator palpebrae superioris morphology,,HP:3000072,UMLS:C4073279
Amelia involving the upper limbs,,HP:0009812,UMLS:C4024200
Decreased circulating luteinizing hormone level,Decreased circulating luteinising hormone level,HP:0030344,UMLS:C4072890
Urogenital sinus anomaly,,HP:0100779,UMLS:C4021972
EEG with 4-5/second background activity,,HP:0011177,UMLS:C4023495
Axillary epidermoid cyst,Armpit cyst,HP:0012540,UMLS:C4022859
Absent atrioventricular node,,HP:0006681,UMLS:C4025006
Aplastic pubic bones,Absent pubic bones,HP:0008817,UMLS:C1848660
Abnormal testis morphology,Anomaly of the testes|Abnormality of the testis,HP:0000035,UMLS:C0266423|SNOMEDCT_US:55631001
Sclerosis of distal toe phalanx,Sclerosis of the distal phalanges of the toes|Increased bone density in the outermost bone of the toes,HP:0100948,UMLS:C4020923
Elevated plasma branched chain amino acids,,HP:0008344,UMLS:C4024697
Pointed hand bones,Pointed hand bones,HP:0004287,UMLS:C4025369
Elevated alpha-fetoprotein,Increased serum alpha-fetoprotein|Serum alpha-fetoprotein increased|Increased levels of alpha fetoprotein|Alpha fetoprotein abnormal,HP:0006254,UMLS:C0476489|UMLS:C0235971
Fibroadenoma of the breast,Breast fibroadenosis|Breast fibroadenoma|Fibroadenosis of breast|Breast fibroadenomas|Fibroadenosis - breast,HP:0010619,NCIT:C3744|UMLS:C0178421|SNOMEDCT_US:254845004
Enlarged epiphysis of the distal phalanx of the 5th finger,Enlarged end part of the outermost bone of pinkie finger|Enlarged end part of the outermost bone of pinky finger|Enlarged end part of the outermost bone of little finger,HP:0009147,UMLS:C4024572
Morphological abnormality of the vestibule of the inner ear,Vestibular abnormality,HP:0011376,UMLS:C0542259
Colon cancer,Colon cancer,HP:0003003,SNOMEDCT_US:363406005|MSH:D003110|UMLS:C0007102
Partial duplication of the distal phalanx of the 2nd finger,Notched outermost bone of the index finger|Partial duplication of the outermost bone of the 2nd finger|Bifid terminal phalanx of the 2nd finger,HP:0009951,UMLS:C4021365
Double first metacarpals,Double 1st long bones of hand,HP:0005894,UMLS:C4025112
Glucagonoma,,HP:0030404,SNOMEDCT_US:16424000|MSH:D005935|UMLS:C0017689|SNOMEDCT_US:302823005|SNOMEDCT_US:128855009
Posteriorly placed tongue,Posteriorly placed tongue,HP:0009087,UMLS:C4024600
Abnormality of the calf,Abnormality of the calf,HP:0002981,UMLS:C4021832
Giant platelets,,HP:0001902,SNOMEDCT_US:44687006|UMLS:C0333864
Broad distal phalanx of the 2nd toe,Wide outermost bone of the 2nd toe|Broad outermost bone of the 2nd toe,HP:0010414,UMLS:C4023842
Abnormal systemic arterial morphology,Abnormal systemic artery morphology|Systemic artery abnormality|Abnormality of the systemic arterial tree|Arterial abnormalities,HP:0011004,SNOMEDCT_US:234119001|UMLS:C0151489|Fyler:2600|UMLS:C4021205
Urinary tract neoplasm,Urinary tract neoplasia,HP:0010786,SNOMEDCT_US:254913005|NCIT:C3262|MSH:D014571|UMLS:C0042076|SNOMEDCT_US:126879004
Glomerular C3 deposition,Renal C3 deposition|C3 nephropathy,HP:0012576,UMLS:C4022837
Small epiphysis of the distal phalanx of the 2nd toe,Small end part of the outermost bone of the 2nd toe,HP:0100108,UMLS:C4022313
Decreased methionine synthase activity,Decreased activity of methionine synthase|Methionine synthase activity decreased|Methionine synthase deficiency|Reduced methionine synthase activity,HP:0003524,UMLS:C1848580
Pituitary acidophilic stem cell adenoma,,HP:0011758,UMLS:C4023201
Anomalous branches of internal carotid artery,,HP:0005314,UMLS:C1847886
Chylolymphatic mesenteric cyst,,HP:0030452,UMLS:C4072944
Abnormal greater palatine artery morphology,Abnormality of greater palatine artery,HP:3000049,UMLS:C4073257
Long-segment aganglionic megacolon,,HP:0011285,UMLS:C4023430
Distichiasis,Distichiasis of eyelid eyelashes,HP:0009743,SNOMEDCT_US:95339000|UMLS:C0423848
Curved proximal toe phalanx,Curved proximal phalanges of the toes|Curved innermost toe bones,HP:0010206,UMLS:C4021315
Neoplasm of head and neck,Head and neck tumor|Head and neck tumour|Head and neck cancer,HP:0012288,UMLS:C0018671|UMLS:C0278996|SNOMEDCT_US:255056009|SNOMEDCT_US:255055008|MSH:D006258
Calcium nephrolithiasis,Ca2+ nephrolithiasis|Ca kidney stone|Ca nephrolithiasis|Ca2+ kidney stone|Calcium kidney stone,HP:0004724,UMLS:C1855801
Abnormality of vomer,Abnormality of vomer bone|Defect of vomer,HP:0410000,UMLS:C4020914
Abnormality of the epiphysis of the middle phalanx of the 5th toe,Abnormality of the end part of the middle bone of the pinkie toe|Abnormality of the end part of the middle bone of the little toe|Abnormality of the end part of the middle bone of the pinky toe,HP:0100098,UMLS:C4022323
Phthisis bulbi,,HP:0000667,SNOMEDCT_US:4229009|UMLS:C0271007
Carotid artery dilatation,Carotid artery aneurysm,HP:0012163,SNOMEDCT_US:233988005|UMLS:C0340639
Incomplete cleft of the upper lip,Forme fruste unilateral cleft lip|Partial cleft of the upper lip|Incomplete cleft of the upper lip|Incomplete cheiloschisis|Notched cleft of the upper lip,HP:0011340,UMLS:C4021158
EEG with generalized slow activity grade 4,Flat line EEG|EEG with generalised slow activity grade 4,HP:0011209,UMLS:C4021198
Triangular shaped phalanges of the 4th finger,Triangular shaped bone of ring finger,HP:0009407,UMLS:C4024385
Complete duplication of the distal phalanges of the hand,Complete duplication of the outermost bones of the hand,HP:0010001,UMLS:C4024118
Increased cerebral lipofuscin,,HP:0011813,UMLS:C4023177
Facial muscle hypertrophy,Increased size of facial muscles|Large facial muscles|Hyperplasia of facial muscles,HP:0012892,UMLS:C4280307|UMLS:C4022691
Abnormal central response of multifocal electroretinogram,,HP:0030488,UMLS:C4072978
Neonatal hypoproteinemia,,HP:0008360,UMLS:C4024691
Tibiofibular diastasis,,HP:0100535,UMLS:C4022029
Abnormal palate morphology,Abnormality of the roof of the mouth|Palate abnormality|Abnormality of the palate|Palatal anomaly,HP:0000174,UMLS:C4021815
Metaphyseal spurs,,HP:0005054,UMLS:C1832988
Midline central nervous system lipomas,Midline CNS lipomas,HP:0006866,UMLS:C4024973
Umbilical cord hematoma,Umbilical cord haematoma,HP:0030657,UMLS:C0269855|SNOMEDCT_US:86256001
Duplication of the distal phalanx of the 2nd finger,Partial/complete duplication of the distal phalanx of the 2nd finger|Partial/complete duplication of the outermost bone of the index finger,HP:0009948,UMLS:C4021367
Radial club hand,,HP:0004059,UMLS:C4025414
Flexion contracture of the 5th toe,Joint contractures of the 5th toe,HP:0010345,UMLS:C4021290
Megacystis,,HP:0000021,UMLS:C1855311|MSH:C536139
Generalized hyperkeratosis,"Generalised hyperkeratosis|Hyperkeratosis, generalized|Hyperkeratosis, generalised",HP:0005595,UMLS:C1969913
Neuronal loss in central nervous system,Loss of brain cells|Neuronal loss in CNS|Neuronal loss,HP:0002529,UMLS:C1850496
Chronic furunculosis,,HP:0011132,UMLS:C4023521
Preauricular skin furrow,Skin sulcus in front of the ear|Preauricular skin furrows|Skin groove in front of the ear|Preauricular skin groove|Preauricular skin sulcus,HP:0004450,UMLS:C1852411
Sleep disturbance,Sleep dysfunction|Trouble sleeping|Difficulty sleeping|Sleep disturbances,HP:0002360,SNOMEDCT_US:53888004|UMLS:C0037317
Abnormal pineal volume,,HP:0012684,UMLS:C4022781
Aplasia cutis congenita of scalp,Solitary scalp defect|Scalp defect|Defect of scalp|Focal absence of scalp tissue|Scalp aplasia cutis congenita,HP:0007385,UMLS:C4072857|UMLS:C1855698|UMLS:C4048801|UMLS:C4072858
Uterine synechiae,Asherman syndrome,HP:0030712,MSH:D006175|SNOMEDCT_US:48236007|UMLS:C0156372
Abnormal macrophage morphology,Abnormality of macrophages|Abnormality of histiocytes,HP:0004311,UMLS:C4021661
Recurrent opportunistic infections,Frequent opportunistic infections,HP:0005390,UMLS:C1832324
Abnormal 3rd finger phalanx morphology,Abnormality of middle finger phalanges|Abnormality of the phalanges of the 3rd finger|Abnormality of the middle finger bones|Abnormality of 3rd finger phalanges,HP:0009316,UMLS:C4021494
Abnormal facility in opposing the shoulders,,HP:0005259,UMLS:C1861517
Abnormal connection of the cardiac segments,Abnormal connexion of the cardiac segments|Discordant connection of the cardiac segments,HP:0011545,UMLS:C4023306
Cone-shaped epiphysis of the thumb,Cone-shaped thumb epiphyses|Cone-shaped end part of thumb long bone|Cone-shaped epiphyses of the thumb,HP:0009688,UMLS:C4021407
Enteroviral dermatomyositis syndrome,,HP:0003729,UMLS:C3806660
Cutaneous syndactyly between fingers 2 and 5,,HP:0005650,UMLS:C4025165
Monocytopenia,Low blood monocyte number,HP:0012312,SNOMEDCT_US:165539005|UMLS:C0427544
Maxillary lateral incisor microdontia,Decreased size of maxillary lateral incisor|Small upper lateral incisor|Hypotrophic upper lateral incisor|Small maxillary lateral incisor|Hypotrophic maxillary lateral incisor|Decreased size of upper lateral incisor|Decreased width of upper lateral incisor,HP:0001593,UMLS:C4280588|UMLS:C4280589|UMLS:C1845111
Aplasia/Hypoplasia of the proximal phalanx of the hallux,Absent/small innermost big toe bone|Absent/underdeveloped innermost big toe bone,HP:0010085,UMLS:C4024061
Generalized tonic seizure,Generalised tonic seizure|Generalized hypertonic seizure|Generalized tonic seizures|Generalised hypertonic seizure|Generalised tonic seizures|Hypertonic seizures,HP:0010818,UMLS:C1836508
Maternal fever in pregnancy,Maternal fever during pregnancy,HP:0030244,UMLS:C4021041
Cervical endometriosis,,HP:0012889,UMLS:C0269107|SNOMEDCT_US:61640006
Aplasia of the 2nd finger,Aplasia of the index finger|Absent index finger|Absent index finger phalanges,HP:0009535,UMLS:C4021453
Abnormality of molar,Abnormality of molar,HP:0011077,UMLS:C4023547
Patchy sclerosis of the proximal phalanx of the 5th toe,Uneven increase in bone density in the innermost bone of the pinkie toe|Uneven increase in bone density in the innermost bone of the little toe|Uneven increase in bone density in the innermost bone of the pinky toe,HP:0100466,UMLS:C4022061
Diffuse leukoencephalopathy,,HP:0006994,UMLS:C1868514
Pulmonary arterial hypertension,Pulmonary artery hypertension|Increased blood pressure in blood vessels of lungs|Primary pulmonary hypertension,HP:0002092,UMLS:C0020542|MSH:D006976|SNOMEDCT_US:697898008|MSH:D065627|SNOMEDCT_US:11399002|UMLS:C3203102|SNOMEDCT_US:70995007|UMLS:C2973725
Abnormality of the diaphragm,Diaphragm issues|Abnormality of the diaphragm|Diaphragmatic defect,HP:0000775,UMLS:C1848873
Abnormality of mouth size,Anomaly of mouth size|Abnormality of mouth size,HP:0011337,UMLS:C4023408
Reduced catalase level,,HP:0012517,UMLS:C4022869
Cow milk allergy,Cow milk allergy|Immunoglobulin E-mediated cow milk allergy|IgE-mediated cow milk allergy|Milk allergy,HP:0100327,UMLS:C0266815|SNOMEDCT_US:15911003
Abnormality of the tragus,,HP:0009912,UMLS:C4024162
Multiple prenatal fractures,"Congenital bone fractures|Numerous multiple fractures that are present at birth|Multiple fractures present at birth|Numerous multiple fractures present at birth|Multiple fractures, present at birth",HP:0005855,UMLS:C1853171
Abnormality of the middle phalanx of the 4th toe,Abnormality of middle 4th toe bone,HP:0010381,UMLS:C4023869
Anterior hypopituitarism,,HP:0000830,UMLS:C4025821
Sloping radial metaphysis,,HP:0004023,UMLS:C4025437
Malnutrition,Malnutrition,HP:0004395,UMLS:C0162429|SNOMEDCT_US:47563007|SNOMEDCT_US:70241007|SNOMEDCT_US:65404009|SNOMEDCT_US:2492009|SNOMEDCT_US:248325000|MSH:D044342
Recurrent otitis media,"Multiple episodes of otitis media|Recurrent episodes of otitis media|Susceptibility to otitis media|Frequent otitis media|Otitis media, recurrent|Recurrent middle ear infection",HP:0000403,UMLS:C0747085
Butterfly vertebrae,Anterior rachischisis|Butterfly vertebrae|Sagittal clefting of vertebrae,HP:0003316,UMLS:C1844752
Cutaneous mastocytosis,,HP:0200151,UMLS:C1136033|SNOMEDCT_US:397012002|MSH:D034701|SNOMEDCT_US:703827008
Enlarged proximal interphalangeal joints,Enlarged innermost hinge joint,HP:0006185,UMLS:C1861350
Prominent veins on trunk,,HP:0007457,UMLS:C4024871
Partial duplication of the phalanges of the hallux,Partial duplication of big toe|partial duplication of hallux,HP:0010101,UMLS:C1855005
Broad carpal bones,Wide wrist bones|Wide carpal bones,HP:0004242,UMLS:C3554618
Peritoneal mesothelioma,,HP:0100003,SNOMEDCT_US:109853004|NCIT:C3234|UMLS:C0346109
Hooded eyelid,,HP:0030820,UMLS:C3277348
Decreased specific pneumococcal antibody level,Low pneumococcal antibody titer|Specific pneumococcal antibody deficiency,HP:0012476,UMLS:C4022890
Double outlet right ventricle with non-committed ventricular septal defect and pulmonary stenosis,DORV with non-committed VSD and pulmonary stenosis,HP:0011653,UMLS:C4023246
Abnormality of the epiphysis of the middle phalanx of the 4th finger,Abnormality of the end part of the middle bone of the ring finger,HP:0009247,UMLS:C4024500
Chronic irritative conjunctivitis,,HP:0007717,UMLS:C4024810
Blurred vision,Blurred vision,HP:0000622,SNOMEDCT_US:246636008|SNOMEDCT_US:111516008|UMLS:C0344232
Type D brachydactyly,Brachydactyly type D,HP:0005627,UMLS:C0220664|MSH:C562420
Lumbar hypertrichosis,,HP:0011913,UMLS:C4023130
Neoplasm of the male external genitalia,Neoplasia of the male external genitalia,HP:0100848,UMLS:C4020950|NCIT:C3262
Sclerosis of the distal phalanx of the 5th finger,Increased bone density in the outermost pinkie finger bone|Increased bone density in the outermost pinky finger bone|Increased bone density in the outermost little finger bone,HP:0100903,UMLS:C4021939
Thickened cortex of bones,,HP:0100039,UMLS:C4022382
Elevated circulating long chain fatty acid concentration,Elevated serum long-chain fatty acids|Increased serum long-chain fatty acids|Elevated long chain fatty acids,HP:0003455,UMLS:C1859241
Supraventricular tachycardia with a concealed accessory connection,Supraventricular tachycardia with a concealed accessory connexion,HP:0011689,UMLS:C4023231
Absence of CD8-positive T cells,Absence of CD8+ T cells,HP:0005422,UMLS:C4025197
Scrotal hypospadias,,HP:0012853,UMLS:C2197691|SNOMEDCT_US:702462000
Therapeutic abortion,,HP:0030449,MSH:D000032|UMLS:C0000820|SNOMEDCT_US:386641000
Infantile encephalopathy,,HP:0007105,UMLS:C1856408
Radial head subluxation,Radial-head subluxation|Radial subluxation,HP:0003048,SNOMEDCT_US:417109008|UMLS:C0149977|SNOMEDCT_US:95854004
Triangular epiphysis of the proximal phalanx of the hallux,Triangular end part of the innermost bone of the big toe,HP:0010137,UMLS:C4024022
Abnormal periventricular white matter morphology,Abnormality of the periventricular white matter|Periventricular white matter abnormalities,HP:0002518,UMLS:C2673431
Peripheral hypermyelination,Increased peripheral myelination,HP:0030173,UMLS:C4021049
Combined immunodeficiency,,HP:0005387,UMLS:C0494261
Patchy sclerosis of 3rd finger phalanx,Patchy sclerosis of the phalanges of the 3rd finger|Uneven increase in bone density in middle finger bone|Patchy sclerosis of middle finger phalanges,HP:0009444,UMLS:C4021471
Abnormality of the metaphysis,Abnormality of the wide portion of a long bone,HP:0000944,UMLS:C4025814
Hypothermia,Abnormally low body temperature|Hypothermia,HP:0002045,MSH:D007035|UMLS:C0020672|SNOMEDCT_US:386689009
Multiple small bowel atresias,,HP:0004797,UMLS:C1857476
Polydactyly affecting the 3rd toe,,HP:0010334,UMLS:C4023898
Straight clavicles,Straight collarbone,HP:0006587,UMLS:C4025016
Congenital nephrotic syndrome,Congenital nephrosis,HP:0008677,MSH:C535761|UMLS:C3501848|SNOMEDCT_US:48796009
Absent foot,Absent foot|Aplasia of the foot|Apodia,HP:0011301,SNOMEDCT_US:371197005|UMLS:C0265624
Peripheral,,HP:0030646,SNOMEDCT_US:14414005|UMLS:C0205100
Pulmonary lymphangiomyomatosis,Pulmonary myomatosis|Lymphangioleiomyomatosis,HP:0012798,SNOMEDCT_US:73017001|UMLS:C0238399|MSH:D018192|UMLS:C0751674
Bipolar affective disorder,Bipolar disorder,HP:0007302,SNOMEDCT_US:13746004|MSH:D001714|UMLS:C0005586
Absent fifth fingernail,Absent nail of fifth finger|Absent fifth fingernail,HP:0200104,UMLS:C4020917
Reduced coagulation factor V activity,Reduced factor V activity|Factor V deficiency,HP:0003225,SNOMEDCT_US:4320005|SNOMEDCT_US:88776002|MSH:D005166|UMLS:C0015499
Enlarged peripheral nerve,Enlarged peripheral nerves,HP:0012645,UMLS:C2675074
Fibular duplication,Duplicated calf bone,HP:0010503,UMLS:C3276742
Amyotrophy of ankle musculature,,HP:0009031,UMLS:C4024604
Stereotypical body rocking,,HP:0012172,UMLS:C4023013
Abnormality of lower-limb metaphyses,Abnormality of the wide portion of the lower-limb bone,HP:0006490,UMLS:C4025039
Corneal crystals,Corneal deposits,HP:0000531,UMLS:C1096610
Exostoses,Formation of new noncancerous bone on top of existing bone,HP:0100777,UMLS:C1442903|MSH:D005096|SNOMEDCT_US:416189003|SNOMEDCT_US:80400009
EEG with localized low amplitude activity,EEG with localised low amplitude activity|EEG: localised low amplitude activity,HP:0010855,UMLS:C4021213
EMG: repetitive nerve stimulation abnormality,,HP:0030000,UMLS:C4022681
Vitreous floaters,Flitting flies|Vitreous opacities|Myodeopsia|Spots in front of eyes|Vitreous condensations|Mouches volantes|Vitreous veils|Eye floaters|Myodesopsia|Vitreous debris,HP:0100832,SNOMEDCT_US:420999000|SNOMEDCT_US:15013002|UMLS:C1720491|UMLS:C0016242|SNOMEDCT_US:162278001
